Type,Token
Stemmed,pen
Stemmed,person
Stemmed,tan
Stemmed,joven
Stemmed,paz
Stemmed,alma
Stemmed,condolent
Stemmed,tod
Stemmed,famili
Stemmed,amig
Stemmed,algui
Stemmed,sab
Stemmed,mañan
Stemmed,sig
Stemmed,soled
Stemmed,iglesi
Stemmed,entierr
Stemmed,cuenc
Stemmed,pervers
Stemmed,acus
Stemmed,caus
Stemmed,abort
Stemmed,part
Stemmed,represent
Stemmed,pas
Stemmed,improvis
Stemmed,polit
Stemmed,cuenc
Stemmed,declar
Stemmed,gonzal
Stemmed,rued
Stemmed,prens
Stemmed,cient
Stemmed,juzg
Stemmed,apoy
Stemmed,total
Stemmed,señor
Stemmed,alcald
Stemmed,sig
Stemmed,adel
Stemmed,esos
Stemmed,funcionari
Stemmed,vag
Stemmed,educ
Stemmed,prepotent
Stemmed,vag
Stemmed,gent
Stemmed,deb
Stemmed,trabaj
Stemmed,funcionari
Stemmed,asco
Stemmed,person
Stemmed,usan
Stemmed,excus
Stemmed,tan
Stemmed,baj
Stemmed,excelent
Stemmed,alcand
Stemmed,lamp
Stemmed,muj
Stemmed,sol
Stemmed,llamadit
Stemmed,atencion
Stemmed,mortal
Stemmed,mentir
Stemmed,vist
Stemmed,peg
Stemmed,golp
Stemmed,adever
Stemmed,abort
Stemmed,muj
Stemmed,cristal
Stemmed,bien
Stemmed,dich
Stemmed,alcald
Stemmed,gent
Stemmed,sep
Stemmed,trat
Stemmed,bien
Stemmed,costal
Stemmed,pap
