post_id,post_author,post_text,post_processed,post_url,num_comments,comments_raw,comments_processed,comments_json,sentiment,sentiment_score,sentiment_reasoning
2016155158388900204,Pr Dinho Souza @prdinhosouza · Jan 27,"Nicolas é gigante. Um jovem que teve coragem de levantar a voz quando o Brasil estava dormindo — o sono do cansaço, o sono do medo, o sono de quem foi silenciado.  Essa caminhada não é comum. Ela está acordando uma nação e reescrevendo um novo capítulo da nossa história.",nicol gigant jovem tev coragem levant voz quand brasil estav dormind son cansaç son med son quem foi silenci essa caminh não comum ela acord uma naçã reescrevend nov capitul noss histori,https://x.com/prdinhosouza/status/2016155158388900204,0,No comments,No comments,[],,,
2016594311819780504,Romàn @RomanCues_i0sm · 2m," "" ...que los hombres que quieran tener hijos no dependan de una mujer ???????????  No se rían, es la teoría del gran salto evolutivo de Pedro Muñoz Lorite, el abogado que ha denunciado a  @oscar_puente_  por el accidente de Adamuz. Las mujeres están sobreprotegidas y",hombr quier ten hij depend muj rian teor gran salt evolut pedr muñoz lorit abog denunci accident adamuz mujer sobreproteg,https://x.com/RomanCues_i0sm/status/2016594311819780504,2,"¿Estamos bien de la cabeza?  En un primer momento, no pensaba colgar este video, pero creo que ofrece un perfil completo del personaje.   Dios les coja confesados: La puta Iglesia Católica, Fábrica de comunistas!!! Que aproveche. |  "" ...que los hombres que quieran tener hijos no dependan de una mujer ???????????  No se rían, es la teoría del gran salto evolutivo de Pedro Muñoz Lorite, el abogado que ha denunciado a  @oscar_puente_  por el accidente de Adamuz. Las mujeres están sobreprotegidas y valoradas!! Dice el gacho.   https:// youtube.com/watch?v=9HV8YB PIIa0 …",¿est bien cabez prim moment pens colg vide cre ofrec perfil complet personaj dios coj confes put iglesi catol fabric comun aprovech | hombr quier ten hij depend muj rian teor gran salt evolut pedr muñoz lorit abog denunci accident adamuz mujer sobreproteg valor dic gach youtubecomwatchvhvyb pii,"[""¿Estamos bien de la cabeza?  En un primer momento, no pensaba colgar este video, pero creo que ofrece un perfil completo del personaje.   Dios les coja confesados: La puta Iglesia Católica, Fábrica de comunistas!!! Que aproveche."", "" \"" ...que los hombres que quieran tener hijos no dependan de una mujer ???????????  No se rían, es la teoría del gran salto evolutivo de Pedro Muñoz Lorite, el abogado que ha denunciado a  @oscar_puente_  por el accidente de Adamuz. Las mujeres están sobreprotegidas y valoradas!! Dice el gacho.   https:// youtube.com/watch?v=9HV8YB PIIa0 …""]",,,
2007983954301989286,Daniel Muñoz González @Danielmunozgo1 · Jan 4,Estados Unidos convirtió a Nicolás MADURO en un SÍMBOLO,unid convirt nicolas madur simbol,https://x.com/Danielmunozgo1/status/2007983954301989286,0,No comments,No comments,[],,,
2011838258448076961,Antiponzista @PonzistaAnti · Jan 15,"Terrible el caso de estos dos psicopatas  Nicolás Rodríguez y Silvia Daniela Muñóz, eran empleados del Senado bonaerense y referentes de Movimiento Ciudadano “La Capitana”, una asociación kirchnerista que eran abusadores y violadores  Tenian una estructura piramidal y reclutaban",terribl cas dos psicopat nicolas rodriguez silvi daniel muñoz emple sen bonaerens referent movimient ciudadan capitan asoci kirchner abus violador teni estructur piramidal reclut,https://x.com/PonzistaAnti/status/2011838258448076961,3,Todo ese chamanismo se reproduce en entornos de pobreza y miseria principalmente. Es tremendo. | Lo que describe este párrafo (de otro artículo) lamentablemente es una práctica habitual   https:// 0221.com.ar/la-plata/detie nen-empleados-del-senado-y-dirigente-upcn-n121435 … | Cómo vas a comparar a los pobres psicópatas con estos peronistas de pedown ,chaman reproduc entorn pobrez miseri principal tremend | describ parraf articul lament practic habitual comarlaplatadeti nenempleadosdelsenadoydirigenteupcnn | com vas compar pobr psicopat peron pedown,"[""Todo ese chamanismo se reproduce en entornos de pobreza y miseria principalmente. Es tremendo."", ""Lo que describe este párrafo (de otro artículo) lamentablemente es una práctica habitual   https:// 0221.com.ar/la-plata/detie nen-empleados-del-senado-y-dirigente-upcn-n121435 …"", ""Cómo vas a comparar a los pobres psicópatas con estos peronistas de pedown ""]",,,
2006326657020526791,"Nicolás R. Muñoz  @nicolasrmunoz · Dec 31, 2025",Im very proud of representing my country  and sharing stage with people who have taught me so much ,very proud representing country and sharing stag with peopl who hav taught much,https://x.com/nicolasrmunoz/status/2006326657020526791,2,Increíble Nicolás ! Que gran reconocimiento al esfuerzo y al trabajo duro ! Felicitaciones | Gracias amigo! Abrazo grande ,increibl nicolas gran reconoc esfuerz trabaj dur felicit | graci amig abraz grand,"[""Increíble Nicolás ! Que gran reconocimiento al esfuerzo y al trabajo duro ! Felicitaciones"", ""Gracias amigo! Abrazo grande ""]",,,
2011808112001401099,Abril @abrilcba_ · Jan 15,"Estos son Nicolás Rodríguez y Silvia Daniela Muñóz, dos kirxhneristas que abusaron de mujeres durantes años. Se hacían los feministas y eran tremendos delincuentes. Lacras.",nicolas rodriguez silvi daniel muñoz dos kirxhner abus mujer durant años hac femin tremend delincuent lacr,https://x.com/abrilcba_/status/2011808112001401099,5,"Sabes la cantidad q abra como estos hdp... | Inés Perado De Senlace. | Serian líderes de una organización coercitiva, mas conocidas como Sektas. | Se merecen cárcel en la mitad del desierto trabajando para comer, sin redes, sin celular ni beneficios. Inhabilitacion de por vida quitar las jubilaciones de privilegio. En Argentina tenemos q armar una cárcel como la de Bukele o Guantanamo. HDP | Se merecen + de 25 años en T del Fuego y muchos castigos +",sab cantid abra hdp | ines per senlac | seri lider organiz coercit mas conoc sekt | merec carcel mit desiert trabaj com red celul benefici inhabilit vid quit jubil privilegi argentin armar carcel bukel guantanam hdp | merec años fueg castig,"[""Sabes la cantidad q abra como estos hdp..."", ""Inés Perado De Senlace."", ""Serian líderes de una organización coercitiva, mas conocidas como Sektas."", ""Se merecen cárcel en la mitad del desierto trabajando para comer, sin redes, sin celular ni beneficios. Inhabilitacion de por vida quitar las jubilaciones de privilegio. En Argentina tenemos q armar una cárcel como la de Bukele o Guantanamo. HDP"", ""Se merecen + de 25 años en T del Fuego y muchos castigos +""]",,,
2016102279418376196,Alcaldía de Pasto @alcaldiapasto · Jan 27,"Durante el Comité Ampliado Intergremial en Pasto, el alcalde Nicolás Toro Muñoz hizo un llamado al Gobierno Nacional ante el aumento del 30% en aranceles, que afecta la economía fronteriza, e instó a activar los canales diplomáticos con Ecuador. #NicolásToro #ColombiaYEcuador",comit ampli intergremial past alcald nicolas tor muñoz hiz llam gobiern nacional aument arancel afect econom fronteriz insto activ canal diplomat ecuador nicolastor colombiayecu,https://x.com/alcaldiapasto/status/2016102279418376196,0,No comments,No comments,[],,,
2013419979018747995,Rafael Santiago @SantiagoRafa11 · Jan 19," Luis Muñoz es un joven repostero de 27 años, que fue secuestrado el 9 de enero del 2024 después que funcionarios del DGCIM le hicieran el encargo de una torta para capturarlo.  Al llegar al lugar de entrega, encapuchados lo esperaban por “haber escrito algo en WhatsApp.”",luis muñoz jov reposter años secuestr ener despues funcionari dgcim hic encarg tort captur lleg lug entreg encapuch esper hab escrit whatsapp,https://x.com/SantiagoRafa11/status/2013419979018747995,5,"El testimonio de la hermana de Luis en #HablanLosFamiliares de  @orlandomorenove : | Corrección: el secuestro sucedió el 9 de enero del 2025. | Después no se vengan a quejar cuando los venezolanos, hartos de tanto abuso y maldad, los quieran linchar. Lo que le pasó a Maduro debería darles una lección de humildad. | Y mucha gente sintiendo lastima por el dictador maduro | Todos esos esbirros deben ir presos. Muchos se meten a policias porque les permiten amenazar, extorsionar, matraquear, engañar, secuestrar, apresar y delinquir. La limpieza que el próximo gobierno debe hacer en los centros militares y policiales, será larga!",testimoni herman luis hablanlosfamiliar | correccion secuestr suced ener | despues veng quej venezolan hart abus mald quier linch pas madur deb darl leccion humild | much gent lastim dictador madur | esbirr deb pres met polici permit amenaz extorsion matraqu engañ secuestr apres delinqu limpiez proxim gobiern deb hac centr militar policial larg,"[""El testimonio de la hermana de Luis en #HablanLosFamiliares de  @orlandomorenove :"", ""Corrección: el secuestro sucedió el 9 de enero del 2025."", ""Después no se vengan a quejar cuando los venezolanos, hartos de tanto abuso y maldad, los quieran linchar. Lo que le pasó a Maduro debería darles una lección de humildad."", ""Y mucha gente sintiendo lastima por el dictador maduro"", ""Todos esos esbirros deben ir presos. Muchos se meten a policias porque les permiten amenazar, extorsionar, matraquear, engañar, secuestrar, apresar y delinquir. La limpieza que el próximo gobierno debe hacer en los centros militares y policiales, será larga!""]",,,
2014669265463345440,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 23,MAYRA MENDOZA...,mayr mendoz,https://x.com/NICOLAS71046251/status/2014669265463345440,4,"Cobo robaste negra de mier, y te operaste la teta y el culo para satisfacer a los hombres que te encubren de tus delitos | Farsantes hipócritas hijos de put4 | qué comentario pelotudo!! | Esperando la respuesta de la señora intendente,no x el echo de querer la mejor educación para su hija,sino desmintiendo que tiene cuentas en el exterior,no xq no tiene derecho a ahorrar,sino xq ella critica a quien lo hace en el exterior,x capitalistas",cob rob negr mier oper tet cul satisfac hombr encubr delit | farsant hipocrit hij put | comentari pelotud | esper respuest señor intendenten echo quer mejor educ hijasin desmint cuent exteriorn derech ahorrarsin critic hac exteriorx capital,"[""Cobo robaste negra de mier, y te operaste la teta y el culo para satisfacer a los hombres que te encubren de tus delitos"", ""Farsantes hipócritas hijos de put4"", ""qué comentario pelotudo!!"", ""Esperando la respuesta de la señora intendente,no x el echo de querer la mejor educación para su hija,sino desmintiendo que tiene cuentas en el exterior,no xq no tiene derecho a ahorrar,sino xq ella critica a quien lo hace en el exterior,x capitalistas""]",,,
2013948826617257990,Kalina Ann @KalinaAnnGG · Jan 21,"Kicillof abrazando a Daniela Muñoz, una de las cabezas de la secta K ""La Orden de la Luz"", una red criminal dedicada a vioIar mujeres para satisfacer sexuaImente a su novio, Nicolas Rodríguez. Ambos empleados del Senado bonaerense, donde se perpetraron muchos de estos abusos.",kicillof abraz daniel muñoz cabez sect orden luz red criminal dedic vioi mujer satisfac sexuaiment novi nicol rodriguez ambos emple sen bonaerens perpetr abus,https://x.com/KalinaAnnGG/status/2013948826617257990,5,"Siempre los kukas resultan ser terribles abusadores. Nunca falla, está en su ideología | Kirchnerismo y cosas turbias siempre van de la mano | Hay algún kuka que no sea violador? | Milei se abraza con Scioli y muchos kukas más,son iguales. | Didifoff adadando a Dadieda Dudos , uda de das dadedas de da dedda da.",siempr kuk result ser terribl abus nunc fall ideolog | kirchner cos turbi siempr van man | algun kuk violador | milei abraz scioli kuk masson igual | didifoff adad dadied dud uda das daded dedd,"[""Siempre los kukas resultan ser terribles abusadores. Nunca falla, está en su ideología"", ""Kirchnerismo y cosas turbias siempre van de la mano"", ""Hay algún kuka que no sea violador?"", ""Milei se abraza con Scioli y muchos kukas más,son iguales."", ""Didifoff adadando a Dadieda Dudos , uda de das dadedas de da dedda da.""]",,,
2012122336799989867,mavica @mavica7 · Jan 16,Secta en el Senado bonaerense: investigan si una funcionaria quiso evitar que las denuncias salieran a la luz Melina Gaudino fue mencionada por tres mujeres que denunciaron a Nicolás Rodríguez y Daniela Silva Muñóz,sect sen bonaerens investig funcionari quis evit denunci sal luz melin gaudin mencion tres mujer denunci nicolas rodriguez daniel silv muñoz,https://x.com/mavica7/status/2012122336799989867,0,No comments,No comments,[],,,
